id,Gene,baseMean,log2FoldChange,pvalue,padj,Biotype,Orthologous_human_gene
ENSDARG00000086653,WAC (2 of 3),102.5430967,-0.066636485,0.685691755,0.891216332,protein_coding,WAC
ENSDARG00000061357,CHST6,2829.404761,0.049976066,0.685722622,0.891216332,protein_coding,CHST5
ENSDARG00000033954,CABZ01020188.1,63.12836207,-0.076819749,0.685777332,NA,protein_coding,CHRNA7
ENSDARG00000012078,meis1,4943.173294,-0.030137532,0.685791477,0.891248969,protein_coding,MEIS1
ENSDARG00000096454,ap1m2,1741.097537,-0.059092285,0.685867949,0.891291502,protein_coding,AP1M2
ENSDARG00000092585,si:dkey-155f10.2,32.69602403,-0.077024576,0.68598052,NA,processed_transcript,NA
ENSDARG00000013174,nkd3,324.5650421,-0.062740792,0.686050295,0.891355971,protein_coding,NKD2
ENSDARG00000093126,si:ch73-112l6.1,646.7680145,0.038647323,0.686060281,0.891355971,protein_coding,NA
ENSDARG00000060196,lhpp,819.2006679,0.053026106,0.686064536,0.891355971,protein_coding,LHPP
ENSDARG00000087102,CU929175.1,15.33531213,0.089585635,0.68607371,NA,protein_coding,NA
ENSDARG00000043851,CABZ01092943.1,208.7325117,-0.066771225,0.686092549,0.891355971,protein_coding,PREP
ENSDARG00000057687,zgc:172086,322.2555585,-0.064299802,0.686148365,0.891371649,protein_coding,SGK110
ENSDARG00000029439,atp2a2a,9811.950163,-0.041697327,0.686238838,0.891393615,protein_coding,ATP2A2
ENSDARG00000093759,GPR31,196.314635,-0.085234948,0.686252772,0.891393615,protein_coding,OXER1
ENSDARG00000033945,NOP14,1609.37409,-0.054557821,0.686385966,0.89147866,protein_coding,NOP14
ENSDARG00000089837,slc35d2,142.020536,0.059830157,0.686467761,0.89147866,protein_coding,SLC35D2
ENSDARG00000060248,FGD4 (2 of 2),103.2011165,-0.072197807,0.68647399,0.89147866,protein_coding,FGD4
ENSDARG00000062646,tet3,3332.347406,-0.037182986,0.686505179,0.89147866,protein_coding,TET3
ENSDARG00000075121,hbegfa,1871.12606,0.04732187,0.686537014,0.89147866,protein_coding,HBEGF
ENSDARG00000079188,nxph2b,35.62082998,0.088444061,0.686613491,NA,protein_coding,NXPH2
ENSDARG00000090145,TMEM240 (2 of 2),111.7311978,0.06205437,0.686625313,0.891536499,protein_coding,TMEM240
ENSDARG00000023597,ftr64,81.79367965,-0.08225921,0.686641064,NA,protein_coding,NA
ENSDARG00000042014,cyp11c1,93.69480375,0.087255081,0.686984317,0.891844085,protein_coding,CYP11B1
ENSDARG00000000018,nrf1,1348.383025,-0.030478552,0.68700775,0.891844085,protein_coding,NRF1
ENSDARG00000015356,FCHO1,266.4509407,-0.062581806,0.687022169,0.891844085,protein_coding,FCHO1
ENSDARG00000087206,CCT2 (2 of 2),2037.449517,-0.0346111,0.687037289,0.891844085,protein_coding,CCT2
ENSDARG00000079095,RIN1 (1 of 2),200.9782182,-0.065272881,0.687085979,0.891850469,protein_coding,RIN1
ENSDARG00000034771,rab13,6079.300412,-0.021613573,0.687225181,0.891974332,protein_coding,RAB13
ENSDARG00000089898,BX005305.5,34.76920625,-0.091682355,0.68736469,NA,protein_coding,LGMN
ENSDARG00000078615,USP53 (1 of 2),190.5533542,0.060001234,0.687365476,0.892012303,protein_coding,USP53
ENSDARG00000076542,pogzb,1894.938926,0.026877248,0.687389147,0.892012303,protein_coding,POGZ
ENSDARG00000019008,erp44,3595.933552,-0.037077491,0.687461097,0.892012303,protein_coding,ERP44
ENSDARG00000075626,zgc:172090,120.4441104,0.083669846,0.687493909,0.892012303,protein_coding,GIMAP7
ENSDARG00000089700,zfp161,568.4240093,0.054326131,0.687512194,0.892012303,protein_coding,ZBTB14
ENSDARG00000026979,krt1-c5,248.4880699,0.066151357,0.687532964,0.892012303,protein_coding,NA
ENSDARG00000054778,pogza,514.854986,-0.05712148,0.687600978,0.892012303,protein_coding,POGZ
ENSDARG00000058800,rab25,241.2741941,-0.058248297,0.687604674,0.892012303,protein_coding,RAB25
ENSDARG00000071046,bbip1,561.6246191,0.036512683,0.687742958,0.892134893,protein_coding,BBIP1
ENSDARG00000068156,chchd7,1006.637359,0.07116675,0.687887323,0.892234893,protein_coding,CHCHD7
ENSDARG00000017473,fgd1,683.2692088,-0.040512053,0.687907629,0.892234893,protein_coding,FGD1
ENSDARG00000090027,-,38.62948522,0.085936382,0.687930923,NA,protein_coding,NA
ENSDARG00000071461,igl3c3,43.54335661,0.090781173,0.687987052,NA,processed_transcript,NA
ENSDARG00000034227,-,341.0592295,-0.061493267,0.688008342,0.892308719,protein_coding,KIAA0753
ENSDARG00000095144,si:dkey-38p6.2,45.9437754,-0.089809977,0.68808911,NA,processed_transcript,NA
ENSDARG00000071088,gpr128,13.12899246,0.088663848,0.688097635,NA,protein_coding,GPR128
ENSDARG00000093674,si:dkeyp-80d11.4,81.89048212,0.087881223,0.688160468,NA,protein_coding,NA
ENSDARG00000094444,iyd,1496.074364,-0.052742737,0.688175147,0.89239909,protein_coding,IYD
ENSDARG00000094118,si:dkey-21o22.2,20.04025619,-0.091393058,0.688216785,NA,protein_coding,NA
ENSDARG00000037406,WDR19,507.7107716,-0.039803769,0.688289304,0.89239909,protein_coding,WDR19
ENSDARG00000092342,CT978957.4,290.2028247,0.075579804,0.688339818,0.89239909,protein_coding,NA
ENSDARG00000052086,zgc:174928,957.3598181,0.052387125,0.688403016,0.89239909,protein_coding,NA
ENSDARG00000068166,dfnb31b,164.203123,-0.069989639,0.688410941,0.89239909,protein_coding,DFNB31
ENSDARG00000035913,yars,3391.419766,-0.074842312,0.688454594,0.89239909,protein_coding,YARS
ENSDARG00000037073,si:dkey-60a16.1,383.7114596,-0.056232596,0.688483234,0.89239909,protein_coding,THAP11
ENSDARG00000088078,CU571169.4,98.01384968,0.082573866,0.688488937,0.89239909,protein_coding,USP18
ENSDARG00000039399,nt5c2a,2209.4519,-0.039591185,0.688539372,0.89239909,protein_coding,NT5C2
ENSDARG00000017298,plek,174.1940442,-0.068352419,0.688544032,0.89239909,protein_coding,PLEK
ENSDARG00000091918,si:ch211-207c6.7,84.54030329,-0.090458353,0.688598638,NA,processed_transcript,NA
ENSDARG00000022254,prkcbb,945.0919653,0.047322544,0.688623979,0.89239909,protein_coding,PRKCB
ENSDARG00000079415,DNAJC30,142.780339,0.068882262,0.688646648,0.89239909,protein_coding,DNAJC30
ENSDARG00000015531,SLC4A8,439.6371396,0.064589517,0.688647406,0.89239909,protein_coding,SLC4A8
ENSDARG00000031968,cpped1,480.629496,0.04966151,0.688728556,0.892399816,protein_coding,CPPED1
ENSDARG00000088801,BX005175.3,299.8847511,0.05473505,0.688766725,0.892399816,protein_coding,FGD5
ENSDARG00000088922,si:dkey-22a18.1,202.3844009,0.0560676,0.688779362,0.892399816,pseudogene,NA
ENSDARG00000056871,ap4m1,569.0141535,0.076180682,0.688828605,0.892406869,protein_coding,AP4M1
ENSDARG00000090846,CT573236.2,12.44217676,-0.052883882,0.688830514,NA,protein_coding,NA
ENSDARG00000086892,erfl1,16.40040891,-0.085427275,0.688866403,NA,protein_coding,ERF
ENSDARG00000070897,CABZ01036418.1,10.77527776,0.067267743,0.68896142,NA,protein_coding,NA
ENSDARG00000059678,si:ch211-117c19.1,27.67340367,-0.090791712,0.688983407,NA,protein_coding,KIAA1161
ENSDARG00000078118,CABZ01056056.1,1475.677589,-0.03357351,0.688998444,0.892518842,protein_coding,FAM60A
ENSDARG00000089435,si:dkey-283b15.3,242.9652732,0.06826851,0.689042371,0.892518842,protein_coding,DST
ENSDARG00000085801,5S_rRNA,54.22450568,-0.075103409,0.689105392,NA,rRNA,NA
ENSDARG00000069006,gro1,1820.349527,-0.030016287,0.689123347,0.892518842,protein_coding,TLE3
ENSDARG00000007354,pdia3,18296.11989,-0.051262056,0.689130518,0.892518842,protein_coding,PDIA3
ENSDARG00000005690,AL929150.1,388.0609587,0.065353767,0.689134058,0.892518842,protein_coding,SLC25A23
ENSDARG00000090561,ASCC3,562.4719472,-0.056422725,0.689187549,0.892531386,protein_coding,ASCC3
ENSDARG00000079000,TP53BP1,4193.292001,-0.038237242,0.689240335,0.892543016,protein_coding,TP53BP1
ENSDARG00000090371,BX664721.5,792.696773,0.044374315,0.689294122,0.892550336,protein_coding,NA
ENSDARG00000076045,F7 (2 of 3),463.5358637,-0.05302231,0.6893336,0.892550336,protein_coding,F7
ENSDARG00000052158,il23r,160.2219199,-0.064317834,0.689389223,0.892565636,protein_coding,IL23R
ENSDARG00000096031,si:ch73-6k14.2,57.42192375,0.080356545,0.689398775,NA,protein_coding,NA
ENSDARG00000020884,gli2b,452.852766,-0.047237651,0.689471992,0.892616078,protein_coding,GLI2
ENSDARG00000040250,si:ch211-132g1.1,63.02300981,-0.089220597,0.689480274,NA,processed_transcript,NA
ENSDARG00000019473,kirrel3l,1053.223782,-0.039918671,0.689563135,0.892677354,protein_coding,KIRREL3
ENSDARG00000088655,CABZ01007794.1,360.3761699,0.070074495,0.689645373,0.892727096,protein_coding,C6ORF205
ENSDARG00000076776,CU459185.1,40.25691211,-0.086200939,0.689757689,NA,protein_coding,GUCY2GP
ENSDARG00000086367,CABZ01021450.1,886.021641,-0.04387677,0.689827325,0.89284978,protein_coding,NA
ENSDARG00000038879,ift80,574.2431823,0.043147705,0.689842221,0.89284978,protein_coding,TRIM59
ENSDARG00000088738,GSG1,33.35364704,0.090624612,0.689904308,NA,protein_coding,GSG1
ENSDARG00000012581,si:rp71-36d5.4,290.9818057,0.068894929,0.689906122,0.89284978,antisense,NA
ENSDARG00000003146,si:dkey-27m7.4,243.0445852,-0.081623598,0.689915433,0.89284978,protein_coding,NA
ENSDARG00000070986,sergef,976.2538841,-0.040106841,0.690143622,0.893057005,protein_coding,SERGEF
ENSDARG00000087320,CABZ01017734.1,135.9571403,0.063527376,0.690182087,0.893057005,protein_coding,NA
ENSDARG00000091970,CU694374.2,406.4208569,0.084931651,0.69021208,0.893057005,protein_coding,MS4A4A
ENSDARG00000078868,TMEM74B,20.61178122,0.087198416,0.69022003,NA,protein_coding,TMEM74B
ENSDARG00000021849,si:dkey-256h2.1,267.0579035,0.072496735,0.690250882,0.893057005,protein_coding,NA
ENSDARG00000079428,zgc:174696,36.18591112,-0.088207184,0.690344966,NA,protein_coding,NA
ENSDARG00000077290,-,89.67328972,0.090706726,0.690412547,NA,protein_coding,MMP25
ENSDARG00000019742,tlr4ba,35.62708533,-0.088956923,0.690502782,NA,protein_coding,TLR4
ENSDARG00000093135,si:dkey-117n7.2,299.6048059,0.082904479,0.690513645,0.893340245,protein_coding,NA
ENSDARG00000079820,CU914621.1,39.46331257,0.088693781,0.690565194,NA,protein_coding,NA
ENSDARG00000063283,ABI3 (2 of 2),377.2141486,-0.057772346,0.690697236,0.893521028,protein_coding,ABI3
ENSDARG00000010745,dnaja2l,3423.204775,0.032747737,0.690772523,0.893523045,protein_coding,DNAJA2
ENSDARG00000074548,zbtb17,865.4602818,-0.035541647,0.690786503,0.893523045,protein_coding,ZBTB17
ENSDARG00000001881,cacnb3a,96.81644321,0.072488406,0.690862505,0.893564625,protein_coding,CACNB3
ENSDARG00000092539,si:ch211-207d6.4,1774.756634,0.059593334,0.690969776,0.893646642,processed_transcript,NA
ENSDARG00000093604,si:dkey-242k1.6,109.44047,0.068936507,0.691034981,0.893674246,processed_transcript,NA
ENSDARG00000067927,-,20.19192063,0.088687543,0.691035986,NA,protein_coding,EVA1A
ENSDARG00000059914,SDR42E2,78.72170665,0.083054584,0.691098101,NA,protein_coding,SDR42E2
ENSDARG00000018179,acvrl1,1979.897882,0.035714568,0.69114773,0.893705326,protein_coding,ACVRL1
ENSDARG00000026417,ccr12.2,55.38074517,-0.080282066,0.691185872,NA,protein_coding,CCR8
ENSDARG00000038693,gng7,736.287382,0.047923097,0.691189672,0.893705326,protein_coding,GNG7
ENSDARG00000018814,esrp2,2488.752501,0.047783076,0.691190602,0.893705326,protein_coding,ESRP2
ENSDARG00000091169,TOR4A (2 of 4),41.12919463,-0.08896339,0.691382064,NA,protein_coding,TOR4A
ENSDARG00000068653,rhoga,26.77241362,0.089739614,0.691431956,NA,protein_coding,RHOG
ENSDARG00000089213,adam15,390.5904256,-0.04507974,0.691433767,0.893908832,protein_coding,ADAM15
ENSDARG00000095599,si:ch211-255f4.3,72.03401898,0.090096713,0.691448897,NA,protein_coding,NA
ENSDARG00000086722,MID2 (1 of 2),140.3819467,-0.065809952,0.69147953,0.893908832,protein_coding,MID2
ENSDARG00000031898,NBL1,281.7403111,0.060632016,0.691528818,0.893908832,protein_coding,NBL1
ENSDARG00000068576,olfcd3,11.52290622,-0.089274436,0.691568334,NA,protein_coding,AC067721.2
ENSDARG00000009142,ppp1r13bb,2358.006951,-0.068119805,0.691604514,0.893908832,protein_coding,PPP1R13B
ENSDARG00000062429,trim109,302.7855856,0.060291448,0.691617182,0.893908832,protein_coding,TRIM17
ENSDARG00000036094,PIAS1 (2 of 2),163.5489598,-0.052540126,0.691627936,0.893908832,protein_coding,PIAS1
ENSDARG00000070846,dazap1,557.0241736,-0.068229194,0.691655104,0.893908832,protein_coding,DAZAP1
ENSDARG00000077414,CR376787.3,116.4478551,-0.072037127,0.691722084,0.893938694,protein_coding,NA
ENSDARG00000075719,-,111.3602727,-0.089582875,0.691798913,0.893955868,protein_coding,C1S
ENSDARG00000063316,HGF (2 of 2),66.78302776,-0.085824867,0.691804994,NA,protein_coding,HGF
ENSDARG00000076845,P2RY1,194.8054264,-0.05332968,0.691823123,0.893955868,protein_coding,P2RY1
ENSDARG00000079104,mfhas1,1043.939211,-0.035439309,0.691944041,0.894055415,protein_coding,MFHAS1
ENSDARG00000079125,SOWAHA (2 of 2),13.9076997,0.087939193,0.691950242,NA,protein_coding,SOWAHA
ENSDARG00000036155,gla,209.064588,0.058364397,0.692047507,0.8941324,protein_coding,GLA
ENSDARG00000024365,crlf1a,466.7662473,0.053218843,0.692154169,0.894213505,protein_coding,CRLF1
ENSDARG00000036494,gstcd,305.808883,-0.06050325,0.692287885,0.894311778,protein_coding,GSTCD
ENSDARG00000078297,PTPRH (2 of 2),164.2092597,0.090159892,0.692318021,0.894311778,protein_coding,PTPRH
ENSDARG00000092975,si:ch211-198e13.2,51.34390309,-0.079692596,0.692378204,NA,processed_transcript,NA
ENSDARG00000069196,ebf1b,366.1128851,0.047842668,0.692457569,0.894435334,protein_coding,EBF3
ENSDARG00000092294,si:dkey-222h21.6,436.0875593,-0.072069381,0.692611068,0.894576895,protein_coding,NA
ENSDARG00000088701,tlr20al,63.46304898,0.084986426,0.692660478,NA,protein_coding,NA
ENSDARG00000011955,adck4,1057.200108,-0.036132895,0.692693444,0.894626579,protein_coding,ADCK4
ENSDARG00000061348,adat1,199.2435325,0.059570528,0.692815997,0.894703472,protein_coding,ADAT1
ENSDARG00000086219,U1,11.66505113,-0.064023758,0.69283899,NA,snRNA,NA
ENSDARG00000006128,cep170,2339.30722,0.029976331,0.692840804,0.894703472,protein_coding,CEP170
ENSDARG00000085665,5S_rRNA,35.87244777,-0.086000375,0.692861576,NA,rRNA,NA
ENSDARG00000041708,csrp2bp,921.0155137,-0.043383348,0.693035883,0.89489867,protein_coding,CSRP2BP
ENSDARG00000013025,ints6,973.5576632,0.041796015,0.693167048,0.894940441,protein_coding,INTS6
ENSDARG00000095880,rps20,9650.20648,0.018900858,0.693173266,0.894940441,processed_transcript,NA
ENSDARG00000095458,si:dkey-240h12.3,55.87548454,0.079421709,0.693213582,NA,protein_coding,NA
ENSDARG00000094510,rab11fip5a,1317.571078,0.062161438,0.693271746,0.894940441,protein_coding,RAB11FIP5
ENSDARG00000078022,FYCO1 (2 of 2),690.3274609,0.048476879,0.693280941,0.894940441,protein_coding,FYCO1
ENSDARG00000090618,C7H10orf112,1046.295648,-0.073005341,0.693287849,0.894940441,protein_coding,C10orf112
ENSDARG00000087086,MGAT5B,61.37558458,-0.074594784,0.693299814,NA,protein_coding,MGAT5B
ENSDARG00000027529,hmox1,294.0641355,-0.079281086,0.69339148,0.894977558,protein_coding,HMOX1
ENSDARG00000019306,lmx1b.2,274.2087478,0.052576349,0.693411043,0.894977558,protein_coding,LMX1B
ENSDARG00000093165,si:dkey-16p6.2,397.4945176,-0.078147356,0.693448378,0.894977558,protein_coding,NA
ENSDARG00000000666,creg2,2296.756936,-0.033648207,0.693533679,0.895030955,protein_coding,CREG2
ENSDARG00000095974,si:ch73-211l13.2,1795.809916,0.037219831,0.693595343,0.895053842,protein_coding,NA
ENSDARG00000070588,BX530067.1,61.59522587,0.079850652,0.693676748,NA,protein_coding,NA
ENSDARG00000096213,si:dkey-92j16.2,103.0611538,0.066466036,0.693707638,0.895140173,protein_coding,ZNF329
ENSDARG00000003520,TBC1D14,958.2944864,0.034615401,0.693751357,0.895140173,protein_coding,TBC1D14
ENSDARG00000089997,gngt2b,3298.325269,0.048209359,0.693794042,0.895140173,protein_coding,GNGT2
ENSDARG00000005651,hrasb,566.4080431,0.053371512,0.693860251,0.895149347,protein_coding,HRAS
ENSDARG00000006389,smad2,2106.481076,0.038796478,0.69388902,0.895149347,protein_coding,SMAD2
ENSDARG00000083856,5S_rRNA,20.91553861,0.089517155,0.693916536,NA,rRNA,NA
ENSDARG00000061303,oca2,206.8072303,-0.055211118,0.693945198,0.895165141,protein_coding,OCA2
ENSDARG00000075631,BX247944.1,36.71915012,0.086344481,0.693985253,NA,protein_coding,NA
ENSDARG00000016939,ITGB2,1532.625942,-0.042162193,0.694030828,0.895218924,protein_coding,ITGB2
ENSDARG00000016825,vtg6,9.707102174,-0.082602556,0.694032071,NA,protein_coding,NA
ENSDARG00000033713,ripk2,448.5179521,0.059471671,0.694204302,0.895386001,protein_coding,RIPK2
ENSDARG00000081815,dre-let-7h,18.40186741,-0.089468201,0.694392614,NA,miRNA,NA
ENSDARG00000083425,dre-let-7g-2,18.40186741,-0.089468201,0.694392614,NA,miRNA,NA
ENSDARG00000061421,-,167.3594863,0.065810694,0.69443297,0.895624242,protein_coding,BRSK2
ENSDARG00000077244,setd1bb,23.67518504,-0.089458118,0.694448443,NA,protein_coding,SETD1B
ENSDARG00000087511,CABZ01072557.1,32.01762497,0.08528008,0.694585306,NA,protein_coding,SLC9B2
ENSDARG00000036086,itga11a,1487.293174,-0.030737941,0.694628187,0.895812568,protein_coding,ITGA11
ENSDARG00000033418,gpatch1,1159.764104,0.050445232,0.694687107,0.895812568,protein_coding,GPATCH1
ENSDARG00000068218,COL25A1,103.675648,0.072036978,0.694710891,0.895812568,protein_coding,COL25A1
ENSDARG00000069989,bnc2,1542.898575,0.026852456,0.694851609,0.895885398,protein_coding,BNC2
ENSDARG00000045453,f13a1a.1,20.04478,-0.089313048,0.69487696,NA,protein_coding,F13A1
ENSDARG00000034095,si:dkey-59l11.10,192.1040007,-0.067447451,0.694922608,0.895885398,protein_coding,NA
ENSDARG00000061400,csgalnact2,725.9680035,0.038298469,0.694932679,0.895885398,protein_coding,CSGALNACT2
ENSDARG00000021633,sh3bgr,8770.110603,-0.040686134,0.69494325,0.895885398,protein_coding,SH3BGR
ENSDARG00000087651,BX322603.1,10.20709991,-0.083673212,0.695022028,NA,protein_coding,CTSL2
ENSDARG00000063682,-,2260.569298,-0.04579541,0.695097828,0.896027979,protein_coding,FHOD3
ENSDARG00000021916,vax1,103.6193758,0.072947248,0.695301828,0.896184636,protein_coding,VAX2
ENSDARG00000057273,alox5,308.0060179,-0.05330611,0.6954024,0.896184636,protein_coding,ALOX5
ENSDARG00000016809,prkacab,1146.866343,0.029817607,0.695480574,0.896184636,protein_coding,PRKACA
ENSDARG00000090304,CU929391.2,190.1590583,-0.056162834,0.69551109,0.896184636,protein_coding,NA
ENSDARG00000070329,cbx8b,269.214374,0.053619606,0.695612705,0.896184636,protein_coding,CBX8
ENSDARG00000019383,cdc42bpb,4153.6643,-0.035290621,0.695626512,0.896184636,protein_coding,CDC42BPB
ENSDARG00000034710,lmbrd2a,1095.210209,-0.037158098,0.695652733,0.896184636,protein_coding,LMBRD2
ENSDARG00000062178,fam65a,1552.024608,0.026769135,0.695720696,0.896184636,protein_coding,FAM65A
ENSDARG00000088779,FNDC3B (3 of 3),144.3241834,-0.06218147,0.695731398,0.896184636,protein_coding,FNDC3B
ENSDARG00000052851,golph3,2800.259069,-0.036028501,0.695770596,0.896184636,protein_coding,GOLPH3
ENSDARG00000055245,-,124.3408939,-0.085774543,0.695875513,0.896184636,protein_coding,NA
ENSDARG00000024895,fam50a,1260.097271,-0.037622488,0.695888212,0.896184636,protein_coding,FAM50A
ENSDARG00000063474,arfgef1,2715.204406,-0.039053832,0.695894352,0.896184636,protein_coding,ARFGEF1
ENSDARG00000045011,TAPBP (2 of 2),805.8967677,0.049272471,0.695929807,0.896184636,protein_coding,TAPBP
ENSDARG00000069469,khdrbs2,258.4172208,-0.061756704,0.69594021,0.896184636,protein_coding,KHDRBS2
ENSDARG00000094248,si:ch211-188c16.4,39.131735,0.088412759,0.695957058,NA,processed_transcript,NA
ENSDARG00000094854,ms4a17a.8,341.8008047,-0.079403321,0.695965555,0.896184636,protein_coding,MS4A14
ENSDARG00000010541,zgc:92161,2047.072958,0.049551768,0.695967092,0.896184636,protein_coding,NA
ENSDARG00000012649,CT955987.1,278.1331545,-0.046306518,0.696013824,0.896188173,protein_coding,SMAD4
ENSDARG00000095760,si:ch211-207o17.8,14.20490693,-0.088124171,0.696019106,NA,processed_transcript,NA
ENSDARG00000070694,NXPH3,64.46637217,-0.08214117,0.696093667,NA,protein_coding,NXPH3
ENSDARG00000015891,ptprea,859.2100674,0.049230183,0.696178426,0.896258343,protein_coding,PTPRE
ENSDARG00000034633,emc9,784.017193,-0.034725746,0.696185665,0.896258343,protein_coding,EMC9
ENSDARG00000059935,KCNA10 (2 of 2),26.46560016,-0.085100412,0.696296419,NA,protein_coding,KCNA10
ENSDARG00000085551,5S_rRNA,10.43972925,0.084135392,0.696331086,NA,rRNA,NA
ENSDARG00000012577,waca,2501.460657,0.027787149,0.696339727,0.896258343,protein_coding,WAC
ENSDARG00000077762,slc2a4rg,432.997548,-0.088254657,0.696349296,0.896258343,protein_coding,SLC2A4RG
ENSDARG00000055162,zhx2,1432.165392,0.025525003,0.696352614,0.896258343,protein_coding,ZHX2
ENSDARG00000016163,usp33,2355.808947,-0.037671916,0.696363193,0.896258343,protein_coding,USP33
ENSDARG00000017143,brd9,1601.131993,-0.035866138,0.696376237,0.896258343,protein_coding,BRD9
ENSDARG00000080661,5S_rRNA,144.7428332,0.034472398,0.696421659,0.896260188,rRNA,NA
